INCIDENT_ADDRESS,BOROUGH,COMMUNITY_BOARD,POLICE_PRECINCT,CITY_COUNCIL_DISTRICT,BBL,CREATED_DATE,STATUS,RESOLUTION_ACTION,CLOSED_DATE,X_COORDINATE,Y_COORDINATE
499 FORT WASHINGTON AVENUE,MANHATTAN,12 MANHATTAN,Precinct 34,10,1021790099,05/18/2016,Closed,Cleaning crew dispatched.  Owner refused.,11/02/2016,1001430,249670
534 9 AVENUE,MANHATTAN,04 MANHATTAN,Precinct 14,03,1007630077,06/10/2016,Closed,Cleaning crew dispatched.  Property cleaned.,11/02/2016,985978,215020
400 EAST   74 STREET,MANHATTAN,08 MANHATTAN,Precinct 19,05,1014680045,01/31/2017,Open,Site downloaded for cleaning,,996796,219437
3191 EMMONS AVENUE,BROOKLYN,15 BROOKLYN,Precinct 61,48,3088070135,06/28/2016,Closed,Cleaning crew dispatched.  Owner refused.,10/26/2016,1002926,152105
2343 ARTHUR AVENUE,BRONX,06 BRONX,Precinct 48,15,2030650061,08/31/2016,Closed,Cleaning crew dispatched.  Property cleaned.,10/24/2016,1015057,250549
145 1 AVENUE,MANHATTAN,03 MANHATTAN,Precinct 9,02,1004500029,04/18/2016,Closed,Cleaning crew dispatched.  Property cleaned.,10/24/2016,988427,204541
4102 AVENUE D,BROOKLYN,17 BROOKLYN,Precinct 67,45,3049750001,07/16/2016,Closed,Cleaning crew dispatched.  Property cleaned.,10/19/2016,1001497,173036
37 WEST   26 STREET,MANHATTAN,05 MANHATTAN,Precinct 13,03,1008280009,04/15/2016,Closed,Cleaning crew dispatched.  Owner refused.,10/12/2016,987048,210401
233 MALCOLM X BOULEVARD,BROOKLYN,03 BROOKLYN,Precinct 81,36,3016620010,07/15/2016,Closed,Cleaning crew dispatched. No graffiti on property.,10/04/2016,1003825,188773
292 BROADWAY,BROOKLYN,01 BROOKLYN,Precinct 90,33,3021410014,09/05/2016,Closed,Cleaning crew dispatched.  Owner refused.,09/29/2016,995805,197429
158 FRANKLIN STREET,BROOKLYN,01 BROOKLYN,Precinct 94,33,3025580008,07/20/2016,Closed,Cleaning crew dispatched.  Property cleaned.,09/28/2016,995979,205415
960 POST AVENUE,STATEN ISLAND,01 STATEN ISLAND,Precinct 121,49,5010290032,05/12/2016,Closed,Cleaning crew dispatched.  Property cleaned.,09/21/2016,947444,169553
187 BEDFORD AVENUE,BROOKLYN,01 BROOKLYN,Precinct 94,33,3023280006,05/07/2016,Closed,Cleaning crew dispatched.  Property cleaned.,09/15/2016,995927,200750
38-01 31 STREET,QUEENS,01 QUEENS,Precinct 114,26,4003820016,05/23/2016,Closed,Cleaning crew dispatched.  Property cleaned.,09/14/2016,1003050,213848
87-19 JAMAICA AVENUE,QUEENS,09 QUEENS,Precinct 102,32,4088620087,04/20/2016,Closed,Cleaning crew dispatched. No graffiti on property.,09/02/2016,1023894,191659
50 REID AVENUE,BROOKLYN,03 BROOKLYN,Precinct 81,36,3016070045,06/13/2016,Closed,Cleaning crew dispatched.  Cannot locate property.,08/25/2016,1003392,191583
422 M AVENUE,BROOKLYN,12 BROOKLYN,Precinct 66,44,3065670009,06/11/2016,Closed,Cleaning crew dispatched. No graffiti on property.,08/24/2016,992267,163987
3323 AVENUE N,BROOKLYN,18 BROOKLYN,Precinct 63,45,3076690001,06/01/2016,Closed,Cleaning crew dispatched.  Owner refused.,08/23/2016,1000363,164276
118 NASSAU AVENUE,BROOKLYN,01 BROOKLYN,Precinct 94,33,3026820002,05/25/2016,Closed,Cleaning crew dispatched. No graffiti on property.,08/23/2016,998422,203198
1076 CONEY ISLAND AVENUE,BROOKLYN,14 BROOKLYN,Precinct 70,40,3064980019,04/20/2016,Closed,Cleaning crew dispatched. No graffiti on property.,07/29/2016,993547,169258
1671 MC DONALD AVENUE,BROOKLYN,12 BROOKLYN,Precinct 66,44,3065830170,05/23/2016,Closed,Cleaning crew dispatched.  Property cleaned.,07/27/2016,991580,162266
306 78 STREET,BROOKLYN,10 BROOKLYN,Precinct 68,43,3059690010,04/10/2016,Closed,Cleaning crew dispatched.  Cannot locate property.,07/26/2016,976361,168521
568 MANHATTAN AVENUE,BROOKLYN,01 BROOKLYN,Precinct 94,33,3026800032,06/06/2016,Closed,Cleaning crew dispatched.  Property cleaned.,07/11/2016,998089,202527
26-17 29 STREET,QUEENS,01 QUEENS,Precinct 114,22,4005970091,04/12/2016,Closed,Cleaning crew dispatched.  Property cleaned.,08/15/2016,1006414,219937
262 NASSAU AVENUE,BROOKLYN,01 BROOKLYN,Precinct 94,33,3026900001,05/12/2016,Closed,Cleaning crew dispatched.  Property cleaned.,07/12/2016,1000715,203776
34-19 90 STREET,QUEENS,03 QUEENS,Precinct 115,25,4014510047,12/29/2016,Closed,Cleaning crew dispatched.  Property cleaned.,02/27/2017,1018203,213916
71 JACKSON STREET,BROOKLYN,01 BROOKLYN,Precinct 94,34,3027420030,10/08/2016,Closed,Cleaning crew dispatched. No graffiti on property.,02/23/2017,998465,200240
105-15 32 AVENUE,QUEENS,03 QUEENS,Precinct 115,21,4016920024,09/23/2016,Closed,Cleaning crew dispatched.  Property cleaned.,02/22/2017,1021969,216091
67 ST MARKS PLACE,MANHATTAN,03 MANHATTAN,Precinct 9,02,1004500041,09/23/2016,Closed,Cleaning crew dispatched.  Property cleaned.,01/30/2017,988068,204505
40-15 192 STREET,QUEENS,11 QUEENS,Precinct 111,19,4053570033,09/06/2016,Closed,Cleaning crew dispatched. No graffiti on property.,12/02/2016,1042477,216527
537 TINTON AVENUE,BRONX,01 BRONX,Precinct 40,08,2025810026,08/17/2016,Closed,Cleaning crew dispatched.  Property cleaned.,11/22/2016,1010150,235272
75-04 GLENMORE AVENUE,QUEENS,10 QUEENS,Precinct 106,32,4091250019,07/03/2016,Closed,Cleaning crew dispatched.  Property cleaned.,10/28/2016,1022567,186280
2660 KINGSBRIDGE TERRACE,BRONX,07 BRONX,Precinct 52,14,2032370090,06/24/2016,Closed,Cleaning crew dispatched. No graffiti on property.,10/24/2016,1010460,256344
1980 HUGHES AVENUE,BRONX,06 BRONX,Precinct 48,17,2030790112,08/19/2016,Closed,Cleaning crew dispatched.  Property cleaned.,10/18/2016,1014196,247788
490 IRVING AVENUE,BROOKLYN,04 BROOKLYN,Precinct 83,37,3033990039,06/22/2016,Closed,Cleaning crew dispatched.  Property cleaned.,10/06/2016,1009843,192575
225 MALCOLM X BOULEVARD,BROOKLYN,03 BROOKLYN,Precinct 81,36,3016570005,07/15/2016,Closed,Cleaning crew dispatched.  Property cleaned.,10/04/2016,1003799,188954
30 HILLSIDE TERRACE,STATEN ISLAND,03 STATEN ISLAND,Precinct 122,51,5051420016,04/26/2016,Closed,Cleaning crew dispatched.  Property cleaned.,09/20/2016,942793,139807
166 SOUTH    3 STREET,BROOKLYN,01 BROOKLYN,Precinct 90,34,3024310021,05/20/2016,Closed,Cleaning crew dispatched.  Property cleaned.,08/25/2016,994958,198711
320 BERRY STREET,BROOKLYN,01 BROOKLYN,Precinct 90,34,3024290121,06/02/2016,Closed,Cleaning crew dispatched.  Cannot locate property.,08/24/2016,994115,198882
142-20 FRANKLIN AVENUE,QUEENS,07 QUEENS,Precinct 109,20,4051820019,04/11/2016,Closed,Cleaning crew dispatched.  Property cleaned.,08/22/2016,1033261,214948
8002 18 AVENUE,BROOKLYN,11 BROOKLYN,Precinct 62,43,3062840046,01/12/2017,Closed,10-99 - Other (Notes Required),01/12/2017,984532,161672
341 EAST 150 STREET,BRONX,01 BRONX,Precinct 40,17,2024100051,07/12/2016,Closed,10-90X - Unfounded,07/13/2016,1006412,237091
178 NOSTRAND AVENUE,BROOKLYN,03 BROOKLYN,Precinct 79,33,3017530037,07/28/2016,Closed,Cleaning crew dispatched.  Property cleaned.,11/14/2016,997469,192178
350 WEST   45 STREET,MANHATTAN,04 MANHATTAN,Precinct 14,03,1010350055,06/13/2016,Closed,Cleaning crew dispatched.  Property cleaned.,11/03/2016,987066,216078
624 EAST  220 STREET,BRONX,12 BRONX,Precinct 47,12,2046540007,06/15/2016,Closed,Cleaning crew dispatched.  Property cleaned.,10/26/2016,1021755,261697
220 WEST  262 STREET,BRONX,08 BRONX,Precinct 50,11,2058821130,06/03/2016,Closed,Cleaning crew dispatched. No graffiti on property.,10/12/2016,1012528,270997
2373 SEVENTH AVENUE,MANHATTAN,10 MANHATTAN,Precinct 32,09,1020077502,05/02/2016,Closed,Cleaning crew dispatched.  Property cleaned.,09/26/2016,1000317,237186
2400 LODOVICK AVENUE,BRONX,11 BRONX,Precinct 49,13,2044900001,04/19/2016,Closed,Cleaning crew dispatched.  Property cleaned.,07/13/2016,1029301,253031
5713 4 AVENUE,BROOKLYN,07 BROOKLYN,Precinct 72,38,3008470004,03/27/2017,Open,Notice of Intent to Clean and Forever graffiti free form sent,,979593,173324
3759 BROADWAY,MANHATTAN,12 MANHATTAN,Precinct 33,07,1021340095,02/13/2017,Open,Site downloaded for cleaning,,999372,243020
8608 4 AVENUE,BROOKLYN,10 BROOKLYN,Precinct 68,43,3060440041,02/16/2017,Open,Site downloaded for cleaning,,976360,166127
2343 ARTHUR AVENUE,BRONX,06 BRONX,Precinct 48,15,2030650061,03/07/2017,Open,Site downloaded for cleaning,,1015057,250549
2970 OCEAN AVENUE,BROOKLYN,15 BROOKLYN,Precinct 61,48,3074400041,03/05/2017,Open,Site downloaded for cleaning,,998289,153873
1155 BROADWAY,BROOKLYN,04 BROOKLYN,Precinct 83,34,3032520008,03/01/2017,Open,Site downloaded for cleaning,,1004112,191801
128 WILLIS AVENUE,BRONX,01 BRONX,Precinct 40,08,2022780004,03/03/2017,Open,Site downloaded for cleaning,,1005061,232962
1697 AMSTERDAM AVENUE,MANHATTAN,09 MANHATTAN,Precinct 30,07,1020590032,02/14/2017,Open,Site downloaded for cleaning,,998637,239727
132 ORCHARD STREET,MANHATTAN,03 MANHATTAN,Precinct 7,01,1004100007,02/05/2017,Open,Site downloaded for cleaning,,987208,201541
446 FRANKLIN AVENUE,BROOKLYN,03 BROOKLYN,Precinct 79,35,3019890046,02/21/2017,Open,Site downloaded for cleaning,,996413,188276
931 FULTON STREET,BROOKLYN,02 BROOKLYN,Precinct 88,35,3019770027,02/25/2017,Open,Site downloaded for cleaning,,993676,188225
2535 GRAND CONCOURSE,BRONX,07 BRONX,Precinct 52,14,2031670068,01/04/2017,Open,Site downloaded for cleaning,,1012874,253812
1941 MCDONALD AVENUE,BROOKLYN,15 BROOKLYN,Precinct 61,44,3066580071,01/27/2017,Open,Site downloaded for cleaning,,991935,159785
266 WEST  134 STREET,MANHATTAN,10 MANHATTAN,Precinct 32,09,1019390061,01/04/2017,Open,Site downloaded for cleaning,,999200,236347
2471 MORRIS AVENUE,BRONX,07 BRONX,Precinct 52,14,2031890030,01/06/2017,Open,Site downloaded for cleaning,,1011989,253592
8 RIVINGTON STREET,MANHATTAN,03 MANHATTAN,Precinct 5,01,1004260044,01/22/2017,Open,Site downloaded for cleaning,,986200,202129
30 IRVING PLACE,MANHATTAN,06 MANHATTAN,Precinct 13,02,1008710060,01/22/2017,Open,Site downloaded for cleaning,,987591,207095
112-01 FRANCIS LEWIS BOULEVARD,QUEENS,13 QUEENS,Precinct 105,27,4109830027,01/23/2017,Open,Site downloaded for cleaning,,1053621,195928
4108 5 AVENUE,BROOKLYN,07 BROOKLYN,Precinct 72,38,3007190043,12/05/2016,Open,Site downloaded for cleaning,,982806,176101
5414 8 AVENUE,BROOKLYN,07 BROOKLYN,Precinct 72,38,3008260043,12/27/2016,Open,Site downloaded for cleaning,,982530,171988
1936 MADISON AVENUE,MANHATTAN,11 MANHATTAN,Precinct 25,09,1017490016,12/20/2016,Open,Site downloaded for cleaning,,1000580,232666
37 MONROE STREET,MANHATTAN,03 MANHATTAN,Precinct 5,01,1002760019,11/23/2016,Open,Site downloaded for cleaning,,985719,198517
944 HAVEMEYER AVENUE,BRONX,09 BRONX,Precinct 43,18,2037000009,12/04/2016,Open,Site downloaded for cleaning,,1026673,240594
2072 FLATBUSH AVENUE,BROOKLYN,18 BROOKLYN,Precinct 63,46,3078660066,12/23/2016,Open,Site downloaded for cleaning,,1002780,164911
365 WEST   22 STREET,MANHATTAN,04 MANHATTAN,Precinct 10,03,1007460001,12/08/2016,Open,Site downloaded for cleaning,,984059,210832
111 RIVINGTON STREET,MANHATTAN,03 MANHATTAN,Precinct 7,01,1004100050,11/29/2016,Open,Site downloaded for cleaning,,987609,201565
881 5 AVENUE,BROOKLYN,07 BROOKLYN,Precinct 72,38,3009030172,12/18/2016,Open,Site downloaded for cleaning,,983275,176685
4201 7 AVENUE,BROOKLYN,07 BROOKLYN,Precinct 72,38,3009240010,11/25/2016,Open,Site downloaded for cleaning,,983881,174937
38 JEFFERSON STREET,MANHATTAN,03 MANHATTAN,Precinct 7,01,1002710046,11/17/2016,Open,Site downloaded for cleaning,,987430,199040
